province_state,country_region,lat,long,confirmed,deaths,date
Isle of Man,United Kingdom,54.2361,-4.5481,0,0,2020-03-02
Montserrat,United Kingdom,16.7425,-62.1874,0,0,2020-03-02
,United Kingdom,55.3781,-3.4360000000000004,40,0,2020-03-02
,Uruguay,-32.5228,-55.7658,0,0,2020-03-02
,US,37.0902,-95.7129,98,6,2020-03-02
,Uzbekistan,41.3775,64.5853,0,0,2020-03-02
,Venezuela,6.4238,-66.5897,0,0,2020-03-02
,Vietnam,16.0,108.0,16,0,2020-03-02
,Zambia,-15.4167,28.2833,0,0,2020-03-02
,Zimbabwe,-20.0,30.0,0,0,2020-03-02
Diamond Princess,Canada,0.0,0.0,0,0,2020-03-02
,Dominica,15.415,-61.371,0,0,2020-03-02
,Grenada,12.1165,-61.678999999999995,0,0,2020-03-02
,Mozambique,-18.665695,35.529562,0,0,2020-03-02
,Syria,34.802075,38.99681500000001,0,0,2020-03-02
,Timor-Leste,-8.874217,125.727539,0,0,2020-03-02
,Belize,13.1939,-59.5432,0,0,2020-03-02
Recovered,Canada,0.0,0.0,0,0,2020-03-02
,Laos,19.856270000000002,102.495496,0,0,2020-03-02
,Libya,26.3351,17.228331,0,0,2020-03-02
,West Bank and Gaza,31.9522,35.2332,0,0,2020-03-02
,Guinea-Bissau,11.8037,-15.1804,0,0,2020-03-02
,Mali,17.570692,-3.996166000000001,0,0,2020-03-02
,Saint Kitts and Nevis,17.357822,-62.782998,0,0,2020-03-02
Northwest Territories,Canada,64.8255,-124.8457,0,0,2020-03-02
Yukon,Canada,64.2823,-135.0,0,0,2020-03-02
,Kosovo,42.602636,20.902977,0,0,2020-03-02
,Burma,21.9162,95.956,0,0,2020-03-02
Anguilla,United Kingdom,18.2206,-63.0686,0,0,2020-03-02
British Virgin Islands,United Kingdom,18.4207,-64.64,0,0,2020-03-02
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,0,2020-03-02
,MS Zaandam,0.0,0.0,0,0,2020-03-02
,Botswana,-22.3285,24.6849,0,0,2020-03-02
,Burundi,-3.3731,29.9189,0,0,2020-03-02
,Sierra Leone,8.460555000000001,-11.779889,0,0,2020-03-02
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,0,2020-03-02
,Malawi,-13.254307999999998,34.301525,0,0,2020-03-02
Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,0,0,2020-03-02
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,0,2020-03-02
,South Sudan,6.877000000000002,31.307,0,0,2020-03-02
,Western Sahara,24.2155,-12.8858,0,0,2020-03-02
,Sao Tome and Principe,0.18636,6.613081,0,0,2020-03-02
,Afghanistan,33.0,65.0,1,0,2020-03-03
,Albania,41.1533,20.1683,0,0,2020-03-03
,Algeria,28.0339,1.6596,5,0,2020-03-03
,Andorra,42.5063,1.5218,1,0,2020-03-03
,Angola,-11.2027,17.8739,0,0,2020-03-03
,Antigua and Barbuda,17.0608,-61.7964,0,0,2020-03-03
,Argentina,-38.4161,-63.6167,1,0,2020-03-03
,Armenia,40.0691,45.0382,1,0,2020-03-03
Australian Capital Territory,Australia,-35.4735,149.0124,0,0,2020-03-03
New South Wales,Australia,-33.8688,151.2093,13,0,2020-03-03
Northern Territory,Australia,-12.4634,130.8456,0,0,2020-03-03
Queensland,Australia,-28.0167,153.4,11,0,2020-03-03
South Australia,Australia,-34.9285,138.6007,3,0,2020-03-03
Tasmania,Australia,-41.4545,145.9707,1,0,2020-03-03
Victoria,Australia,-37.8136,144.9631,9,0,2020-03-03
Western Australia,Australia,-31.9505,115.8605,2,1,2020-03-03
,Austria,47.5162,14.5501,21,0,2020-03-03
,Azerbaijan,40.1431,47.5769,3,0,2020-03-03
,Bahamas,25.0343,-77.3963,0,0,2020-03-03
,Bahrain,26.0275,50.55,49,0,2020-03-03
,Bangladesh,23.685,90.3563,0,0,2020-03-03
,Barbados,13.1939,-59.5432,0,0,2020-03-03
,Belarus,53.7098,27.9534,1,0,2020-03-03
,Belgium,50.8333,4.0,13,0,2020-03-03
,Benin,9.3077,2.3158,0,0,2020-03-03
,Bhutan,27.5142,90.4336,0,0,2020-03-03
,Bolivia,-16.2902,-63.5887,0,0,2020-03-03
,Bosnia and Herzegovina,43.9159,17.6791,0,0,2020-03-03
,Brazil,-14.235,-51.9253,2,0,2020-03-03
,Brunei,4.5353,114.7277,0,0,2020-03-03
,Bulgaria,42.7339,25.4858,0,0,2020-03-03
,Burkina Faso,12.2383,-1.5616,0,0,2020-03-03
,Cabo Verde,16.5388,-23.0418,0,0,2020-03-03
,Cambodia,11.55,104.9167,1,0,2020-03-03
,Cameroon,3.8480000000000003,11.5021,0,0,2020-03-03
Alberta,Canada,53.9333,-116.5765,0,0,2020-03-03
British Columbia,Canada,49.2827,-123.1207,9,0,2020-03-03
Grand Princess,Canada,37.6489,-122.6655,0,0,2020-03-03
Manitoba,Canada,53.7609,-98.8139,0,0,2020-03-03
New Brunswick,Canada,46.5653,-66.4619,0,0,2020-03-03
Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0,2020-03-03
Nova Scotia,Canada,44.681999999999995,-63.7443,0,0,2020-03-03
Ontario,Canada,51.2538,-85.3232,20,0,2020-03-03
Prince Edward Island,Canada,46.5107,-63.4168,0,0,2020-03-03
Quebec,Canada,52.9399,-73.5491,1,0,2020-03-03
Saskatchewan,Canada,52.9399,-106.4509,0,0,2020-03-03
,Central African Republic,6.6111,20.9394,0,0,2020-03-03
,Chad,15.4542,18.7322,0,0,2020-03-03
,Chile,-35.6751,-71.543,1,0,2020-03-03
Anhui,China,31.8257,117.2264,990,6,2020-03-03
Beijing,China,40.1824,116.4142,414,8,2020-03-03
Chongqing,China,30.0572,107.874,576,6,2020-03-03
Fujian,China,26.0789,117.9874,296,1,2020-03-03
Gansu,China,37.8099,101.0583,91,2,2020-03-03
Guangdong,China,23.3417,113.4244,1350,7,2020-03-03
Guangxi,China,23.8298,108.7881,252,2,2020-03-03
Guizhou,China,26.8154,106.8748,146,2,2020-03-03
Hainan,China,19.1959,109.7453,168,5,2020-03-03
Hebei,China,39.549,116.1306,318,6,2020-03-03
Heilongjiang,China,47.861999999999995,127.7615,480,13,2020-03-03
Henan,China,33.882,113.61399999999999,1272,22,2020-03-03
Hong Kong,China,22.3,114.2,100,2,2020-03-03
Hubei,China,30.9756,112.2707,67217,2835,2020-03-03
Hunan,China,27.6104,111.7088,1018,4,2020-03-03
Inner Mongolia,China,44.0935,113.9448,75,1,2020-03-03
Jiangsu,China,32.9711,119.455,631,0,2020-03-03
Jiangxi,China,27.614,115.7221,935,1,2020-03-03
Jilin,China,43.6661,126.1923,93,1,2020-03-03
Liaoning,China,41.2956,122.6085,125,1,2020-03-03
Macau,China,22.1667,113.55,10,0,2020-03-03
Ningxia,China,37.2692,106.1655,74,0,2020-03-03
Qinghai,China,35.7452,95.9956,18,0,2020-03-03
Shaanxi,China,35.1917,108.8701,245,1,2020-03-03
Shandong,China,36.3427,118.1498,758,6,2020-03-03
Shanghai,China,31.201999999999998,121.4491,338,3,2020-03-03
Shanxi,China,37.5777,112.2922,133,0,2020-03-03
Sichuan,China,30.6171,102.7103,538,3,2020-03-03
Tianjin,China,39.3054,117.323,136,3,2020-03-03
Tibet,China,31.6927,88.0924,1,0,2020-03-03
Xinjiang,China,41.1129,85.2401,76,3,2020-03-03
Yunnan,China,24.974,101.48700000000001,174,2,2020-03-03
Zhejiang,China,29.1832,120.0934,1213,1,2020-03-03
,Colombia,4.5709,-74.2973,0,0,2020-03-03
,Congo (Brazzaville),-4.0383,21.7587,0,0,2020-03-03
,Congo (Kinshasa),-4.0383,21.7587,0,0,2020-03-03
,Costa Rica,9.7489,-83.7534,0,0,2020-03-03
,Cote d'Ivoire,7.54,-5.5471,0,0,2020-03-03
,Croatia,45.1,15.2,9,0,2020-03-03
,Diamond Princess,0.0,0.0,706,6,2020-03-03
,Cuba,22.0,-80.0,0,0,2020-03-03
,Cyprus,35.1264,33.4299,0,0,2020-03-03
,Czechia,49.8175,15.472999999999999,5,0,2020-03-03
Faroe Islands,Denmark,61.8926,-6.9118,0,0,2020-03-03
Greenland,Denmark,71.7069,-42.6043,0,0,2020-03-03
,Denmark,56.2639,9.5018,6,0,2020-03-03
,Djibouti,11.8251,42.5903,0,0,2020-03-03
,Dominican Republic,18.7357,-70.1627,1,0,2020-03-03
,Ecuador,-1.8312,-78.1834,7,0,2020-03-03
,Egypt,26.0,30.0,2,0,2020-03-03
,El Salvador,13.7942,-88.8965,0,0,2020-03-03
,Equatorial Guinea,1.5,10.0,0,0,2020-03-03
,Eritrea,15.1794,39.7823,0,0,2020-03-03
,Estonia,58.5953,25.0136,2,0,2020-03-03
,Eswatini,-26.5225,31.4659,0,0,2020-03-03
,Ethiopia,9.145,40.4897,0,0,2020-03-03
,Fiji,-17.7134,178.065,0,0,2020-03-03
,Finland,64.0,26.0,6,0,2020-03-03
French Guiana,France,3.9339,-53.1258,0,0,2020-03-03
French Polynesia,France,-17.6797,149.4068,0,0,2020-03-03
Guadeloupe,France,16.25,-61.5833,0,0,2020-03-03
Mayotte,France,-12.8275,45.1662,0,0,2020-03-03
New Caledonia,France,-20.9043,165.618,0,0,2020-03-03
Reunion,France,-21.1351,55.2471,0,0,2020-03-03
Saint Barthelemy,France,17.9,-62.8333,0,0,2020-03-03
St Martin,France,18.0708,-63.0501,0,0,2020-03-03
Martinique,France,14.6415,-61.0242,0,0,2020-03-03
,France,46.2276,2.2137,204,4,2020-03-03
,Gabon,-0.8037,11.6094,0,0,2020-03-03
,Gambia,13.4432,-15.3101,0,0,2020-03-03
,Georgia,42.3154,43.3569,3,0,2020-03-03
,Germany,51.0,9.0,196,0,2020-03-03
,Ghana,7.9465,-1.0232,0,0,2020-03-03
,Greece,39.0742,21.8243,7,0,2020-03-03
,Guatemala,15.7835,-90.2308,0,0,2020-03-03
,Guinea,9.9456,-9.6966,0,0,2020-03-03
,Guyana,5.0,-58.75,0,0,2020-03-03
,Haiti,18.9712,-72.2852,0,0,2020-03-03
,Holy See,41.9029,12.4534,0,0,2020-03-03
,Honduras,15.2,-86.2419,0,0,2020-03-03
,Hungary,47.1625,19.5033,0,0,2020-03-03
,Iceland,64.9631,-19.0208,11,0,2020-03-03
,India,21.0,78.0,5,0,2020-03-03
,Indonesia,-0.7893,113.9213,2,0,2020-03-03
,Iran,32.0,53.0,2336,77,2020-03-03
,Iraq,33.0,44.0,32,0,2020-03-03
,Ireland,53.1424,-7.6921,2,0,2020-03-03
,Israel,31.0,35.0,12,0,2020-03-03
,Italy,43.0,12.0,2502,79,2020-03-03
,Jamaica,18.1096,-77.2975,0,0,2020-03-03
,Japan,36.0,138.0,293,6,2020-03-03
,Jordan,31.24,36.51,1,0,2020-03-03
,Kazakhstan,48.0196,66.9237,0,0,2020-03-03
,Kenya,-0.0236,37.9062,0,0,2020-03-03
,"Korea, South",36.0,128.0,5186,28,2020-03-03
,Kuwait,29.5,47.75,56,0,2020-03-03
,Kyrgyzstan,41.2044,74.7661,0,0,2020-03-03
,Latvia,56.8796,24.6032,1,0,2020-03-03
,Lebanon,33.8547,35.8623,13,0,2020-03-03
,Liberia,6.4281,-9.4295,0,0,2020-03-03
,Liechtenstein,47.14,9.55,0,0,2020-03-03
,Lithuania,55.1694,23.8813,1,0,2020-03-03
,Luxembourg,49.8153,6.1296,1,0,2020-03-03
,Madagascar,-18.7669,46.8691,0,0,2020-03-03
,Malaysia,2.5,112.5,36,0,2020-03-03
,Maldives,3.2028,73.2207,0,0,2020-03-03
,Malta,35.9375,14.3754,0,0,2020-03-03
,Mauritania,21.0079,10.9408,0,0,2020-03-03
,Mauritius,-20.2,57.5,0,0,2020-03-03
,Mexico,23.6345,-102.5528,5,0,2020-03-03
,Moldova,47.4116,28.3699,0,0,2020-03-03
,Monaco,43.7333,7.4167,1,0,2020-03-03
,Mongolia,46.8625,103.8467,0,0,2020-03-03
,Montenegro,42.5,19.3,0,0,2020-03-03
,Morocco,31.7917,-7.0926,1,0,2020-03-03
,Namibia,-22.9576,18.4904,0,0,2020-03-03
,Nepal,28.1667,84.25,1,0,2020-03-03
Aruba,Netherlands,12.5186,-70.0358,0,0,2020-03-03
Curacao,Netherlands,12.1696,-68.99,0,0,2020-03-03
Sint Maarten,Netherlands,18.0425,-63.0548,0,0,2020-03-03
,Netherlands,52.1326,5.2913,24,0,2020-03-03
,New Zealand,-40.9006,174.886,1,0,2020-03-03
,Nicaragua,12.8654,-85.2072,0,0,2020-03-03
,Niger,17.6078,8.0817,0,0,2020-03-03
,Nigeria,9.082,8.6753,1,0,2020-03-03
,North Macedonia,41.6086,21.7453,1,0,2020-03-03
,Norway,60.472,8.4689,32,0,2020-03-03
,Oman,21.0,57.0,12,0,2020-03-03
,Pakistan,30.3753,69.3451,5,0,2020-03-03
,Panama,8.538,-80.7821,0,0,2020-03-03
,Papua New Guinea,-6.315,143.9555,0,0,2020-03-03
,Paraguay,-23.4425,-58.4438,0,0,2020-03-03
,Peru,-9.19,-75.0152,0,0,2020-03-03
,Philippines,13.0,122.0,3,1,2020-03-03
,Poland,51.9194,19.1451,0,0,2020-03-03
,Portugal,39.3999,-8.2245,2,0,2020-03-03
,Qatar,25.3548,51.1839,7,0,2020-03-03
,Romania,45.9432,24.9668,3,0,2020-03-03
,Russia,60.0,90.0,3,0,2020-03-03
,Rwanda,-1.9403,29.8739,0,0,2020-03-03
,Saint Lucia,13.9094,-60.9789,0,0,2020-03-03
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0,2020-03-03
,San Marino,43.9424,12.4578,10,1,2020-03-03
,Saudi Arabia,24.0,45.0,1,0,2020-03-03
,Senegal,14.4974,-14.4524,2,0,2020-03-03
,Serbia,44.0165,21.0059,0,0,2020-03-03
,Seychelles,-4.6796,55.492,0,0,2020-03-03
,Singapore,1.2833,103.8333,110,0,2020-03-03
,Slovakia,48.669,19.699,0,0,2020-03-03
,Slovenia,46.1512,14.9955,0,0,2020-03-03
,Somalia,5.1521,46.1996,0,0,2020-03-03
,South Africa,-30.5595,22.9375,0,0,2020-03-03
,Spain,40.0,-4.0,165,1,2020-03-03
,Sri Lanka,7.0,81.0,1,0,2020-03-03
,Sudan,12.8628,30.2176,0,0,2020-03-03
,Suriname,3.9193,-56.0278,0,0,2020-03-03
,Sweden,63.0,16.0,21,0,2020-03-03
,Switzerland,46.8182,8.2275,56,0,2020-03-03
,Taiwan*,23.7,121.0,42,1,2020-03-03
,Tanzania,-6.369,34.8888,0,0,2020-03-03
,Thailand,15.0,101.0,43,1,2020-03-03
,Togo,8.6195,0.8248,0,0,2020-03-03
,Trinidad and Tobago,10.6918,-61.2225,0,0,2020-03-03
,Tunisia,34.0,9.0,0,0,2020-03-03
,Turkey,38.9637,35.2433,0,0,2020-03-03
,Uganda,1.0,32.0,0,0,2020-03-03
,Ukraine,48.3794,31.1656,1,0,2020-03-03
,United Arab Emirates,24.0,54.0,27,0,2020-03-03
Bermuda,United Kingdom,32.3078,-64.7505,0,0,2020-03-03
Cayman Islands,United Kingdom,19.3133,-81.2546,0,0,2020-03-03
Channel Islands,United Kingdom,49.3723,-2.3644,0,0,2020-03-03
Gibraltar,United Kingdom,36.1408,-5.3536,0,0,2020-03-03
Isle of Man,United Kingdom,54.2361,-4.5481,0,0,2020-03-03
Montserrat,United Kingdom,16.7425,-62.1874,0,0,2020-03-03
,United Kingdom,55.3781,-3.4360000000000004,51,0,2020-03-03
,Uruguay,-32.5228,-55.7658,0,0,2020-03-03
,US,37.0902,-95.7129,118,7,2020-03-03
,Uzbekistan,41.3775,64.5853,0,0,2020-03-03
,Venezuela,6.4238,-66.5897,0,0,2020-03-03
,Vietnam,16.0,108.0,16,0,2020-03-03
,Zambia,-15.4167,28.2833,0,0,2020-03-03
,Zimbabwe,-20.0,30.0,0,0,2020-03-03
Diamond Princess,Canada,0.0,0.0,0,0,2020-03-03
,Dominica,15.415,-61.371,0,0,2020-03-03
,Grenada,12.1165,-61.678999999999995,0,0,2020-03-03
,Mozambique,-18.665695,35.529562,0,0,2020-03-03
,Syria,34.802075,38.99681500000001,0,0,2020-03-03
,Timor-Leste,-8.874217,125.727539,0,0,2020-03-03
,Belize,13.1939,-59.5432,0,0,2020-03-03
Recovered,Canada,0.0,0.0,0,0,2020-03-03
,Laos,19.856270000000002,102.495496,0,0,2020-03-03
,Libya,26.3351,17.228331,0,0,2020-03-03
,West Bank and Gaza,31.9522,35.2332,0,0,2020-03-03
,Guinea-Bissau,11.8037,-15.1804,0,0,2020-03-03
,Mali,17.570692,-3.996166000000001,0,0,2020-03-03
,Saint Kitts and Nevis,17.357822,-62.782998,0,0,2020-03-03
Northwest Territories,Canada,64.8255,-124.8457,0,0,2020-03-03
Yukon,Canada,64.2823,-135.0,0,0,2020-03-03
,Kosovo,42.602636,20.902977,0,0,2020-03-03
,Burma,21.9162,95.956,0,0,2020-03-03
Anguilla,United Kingdom,18.2206,-63.0686,0,0,2020-03-03
British Virgin Islands,United Kingdom,18.4207,-64.64,0,0,2020-03-03
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,0,2020-03-03
,MS Zaandam,0.0,0.0,0,0,2020-03-03
,Botswana,-22.3285,24.6849,0,0,2020-03-03
,Burundi,-3.3731,29.9189,0,0,2020-03-03
,Sierra Leone,8.460555000000001,-11.779889,0,0,2020-03-03
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,0,2020-03-03
,Malawi,-13.254307999999998,34.301525,0,0,2020-03-03
Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,0,0,2020-03-03
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,0,2020-03-03
,South Sudan,6.877000000000002,31.307,0,0,2020-03-03
,Western Sahara,24.2155,-12.8858,0,0,2020-03-03
,Sao Tome and Principe,0.18636,6.613081,0,0,2020-03-03
,Afghanistan,33.0,65.0,1,0,2020-03-04
,Albania,41.1533,20.1683,0,0,2020-03-04
,Algeria,28.0339,1.6596,12,0,2020-03-04
,Andorra,42.5063,1.5218,1,0,2020-03-04
,Angola,-11.2027,17.8739,0,0,2020-03-04
,Antigua and Barbuda,17.0608,-61.7964,0,0,2020-03-04
,Argentina,-38.4161,-63.6167,1,0,2020-03-04
,Armenia,40.0691,45.0382,1,0,2020-03-04
Australian Capital Territory,Australia,-35.4735,149.0124,0,0,2020-03-04
New South Wales,Australia,-33.8688,151.2093,22,1,2020-03-04
Northern Territory,Australia,-12.4634,130.8456,1,0,2020-03-04
Queensland,Australia,-28.0167,153.4,11,0,2020-03-04
South Australia,Australia,-34.9285,138.6007,5,0,2020-03-04
Tasmania,Australia,-41.4545,145.9707,1,0,2020-03-04
Victoria,Australia,-37.8136,144.9631,10,0,2020-03-04
Western Australia,Australia,-31.9505,115.8605,2,1,2020-03-04
,Austria,47.5162,14.5501,29,0,2020-03-04
,Azerbaijan,40.1431,47.5769,3,0,2020-03-04
,Bahamas,25.0343,-77.3963,0,0,2020-03-04
,Bahrain,26.0275,50.55,52,0,2020-03-04
,Bangladesh,23.685,90.3563,0,0,2020-03-04
,Barbados,13.1939,-59.5432,0,0,2020-03-04
,Belarus,53.7098,27.9534,6,0,2020-03-04
,Belgium,50.8333,4.0,23,0,2020-03-04
,Benin,9.3077,2.3158,0,0,2020-03-04
,Bhutan,27.5142,90.4336,0,0,2020-03-04
,Bolivia,-16.2902,-63.5887,0,0,2020-03-04
,Bosnia and Herzegovina,43.9159,17.6791,0,0,2020-03-04
,Brazil,-14.235,-51.9253,4,0,2020-03-04
,Brunei,4.5353,114.7277,0,0,2020-03-04
,Bulgaria,42.7339,25.4858,0,0,2020-03-04
,Burkina Faso,12.2383,-1.5616,0,0,2020-03-04
,Cabo Verde,16.5388,-23.0418,0,0,2020-03-04
,Cambodia,11.55,104.9167,1,0,2020-03-04
,Cameroon,3.8480000000000003,11.5021,0,0,2020-03-04
Alberta,Canada,53.9333,-116.5765,0,0,2020-03-04
British Columbia,Canada,49.2827,-123.1207,12,0,2020-03-04
Grand Princess,Canada,37.6489,-122.6655,0,0,2020-03-04
Manitoba,Canada,53.7609,-98.8139,0,0,2020-03-04
New Brunswick,Canada,46.5653,-66.4619,0,0,2020-03-04
Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0,2020-03-04
Nova Scotia,Canada,44.681999999999995,-63.7443,0,0,2020-03-04
Ontario,Canada,51.2538,-85.3232,20,0,2020-03-04
Prince Edward Island,Canada,46.5107,-63.4168,0,0,2020-03-04
Quebec,Canada,52.9399,-73.5491,1,0,2020-03-04
Saskatchewan,Canada,52.9399,-106.4509,0,0,2020-03-04
,Central African Republic,6.6111,20.9394,0,0,2020-03-04
,Chad,15.4542,18.7322,0,0,2020-03-04
,Chile,-35.6751,-71.543,1,0,2020-03-04
Anhui,China,31.8257,117.2264,990,6,2020-03-04
Beijing,China,40.1824,116.4142,418,8,2020-03-04
Chongqing,China,30.0572,107.874,576,6,2020-03-04
Fujian,China,26.0789,117.9874,296,1,2020-03-04
Gansu,China,37.8099,101.0583,91,2,2020-03-04
Guangdong,China,23.3417,113.4244,1350,7,2020-03-04
Guangxi,China,23.8298,108.7881,252,2,2020-03-04
Guizhou,China,26.8154,106.8748,146,2,2020-03-04
Hainan,China,19.1959,109.7453,168,5,2020-03-04
Hebei,China,39.549,116.1306,318,6,2020-03-04
Heilongjiang,China,47.861999999999995,127.7615,480,13,2020-03-04
Henan,China,33.882,113.61399999999999,1272,22,2020-03-04
Hong Kong,China,22.3,114.2,105,2,2020-03-04
Hubei,China,30.9756,112.2707,67332,2871,2020-03-04
Hunan,China,27.6104,111.7088,1018,4,2020-03-04
Inner Mongolia,China,44.0935,113.9448,75,1,2020-03-04
Jiangsu,China,32.9711,119.455,631,0,2020-03-04
Jiangxi,China,27.614,115.7221,935,1,2020-03-04
Jilin,China,43.6661,126.1923,93,1,2020-03-04
Liaoning,China,41.2956,122.6085,125,1,2020-03-04
Macau,China,22.1667,113.55,10,0,2020-03-04
Ningxia,China,37.2692,106.1655,75,0,2020-03-04
Qinghai,China,35.7452,95.9956,18,0,2020-03-04
Shaanxi,China,35.1917,108.8701,245,1,2020-03-04
Shandong,China,36.3427,118.1498,758,6,2020-03-04
Shanghai,China,31.201999999999998,121.4491,338,3,2020-03-04
Shanxi,China,37.5777,112.2922,133,0,2020-03-04
Sichuan,China,30.6171,102.7103,538,3,2020-03-04
Tianjin,China,39.3054,117.323,136,3,2020-03-04
Tibet,China,31.6927,88.0924,1,0,2020-03-04
Xinjiang,China,41.1129,85.2401,76,3,2020-03-04
Yunnan,China,24.974,101.48700000000001,174,2,2020-03-04
Zhejiang,China,29.1832,120.0934,1213,1,2020-03-04
,Colombia,4.5709,-74.2973,0,0,2020-03-04
,Congo (Brazzaville),-4.0383,21.7587,0,0,2020-03-04
,Congo (Kinshasa),-4.0383,21.7587,0,0,2020-03-04
,Costa Rica,9.7489,-83.7534,0,0,2020-03-04
,Cote d'Ivoire,7.54,-5.5471,0,0,2020-03-04
,Croatia,45.1,15.2,10,0,2020-03-04
,Diamond Princess,0.0,0.0,706,6,2020-03-04
,Cuba,22.0,-80.0,0,0,2020-03-04
,Cyprus,35.1264,33.4299,0,0,2020-03-04
,Czechia,49.8175,15.472999999999999,8,0,2020-03-04
Faroe Islands,Denmark,61.8926,-6.9118,1,0,2020-03-04
Greenland,Denmark,71.7069,-42.6043,0,0,2020-03-04
,Denmark,56.2639,9.5018,10,0,2020-03-04
,Djibouti,11.8251,42.5903,0,0,2020-03-04
,Dominican Republic,18.7357,-70.1627,1,0,2020-03-04
,Ecuador,-1.8312,-78.1834,10,0,2020-03-04
,Egypt,26.0,30.0,2,0,2020-03-04
,El Salvador,13.7942,-88.8965,0,0,2020-03-04
,Equatorial Guinea,1.5,10.0,0,0,2020-03-04
,Eritrea,15.1794,39.7823,0,0,2020-03-04
,Estonia,58.5953,25.0136,2,0,2020-03-04
,Eswatini,-26.5225,31.4659,0,0,2020-03-04
,Ethiopia,9.145,40.4897,0,0,2020-03-04
,Fiji,-17.7134,178.065,0,0,2020-03-04
,Finland,64.0,26.0,6,0,2020-03-04
French Guiana,France,3.9339,-53.1258,0,0,2020-03-04
French Polynesia,France,-17.6797,149.4068,0,0,2020-03-04
Guadeloupe,France,16.25,-61.5833,0,0,2020-03-04
Mayotte,France,-12.8275,45.1662,0,0,2020-03-04
New Caledonia,France,-20.9043,165.618,0,0,2020-03-04
Reunion,France,-21.1351,55.2471,0,0,2020-03-04
Saint Barthelemy,France,17.9,-62.8333,3,0,2020-03-04
St Martin,France,18.0708,-63.0501,0,0,2020-03-04
Martinique,France,14.6415,-61.0242,0,0,2020-03-04
,France,46.2276,2.2137,285,4,2020-03-04
,Gabon,-0.8037,11.6094,0,0,2020-03-04
,Gambia,13.4432,-15.3101,0,0,2020-03-04
,Georgia,42.3154,43.3569,3,0,2020-03-04
,Germany,51.0,9.0,262,0,2020-03-04
,Ghana,7.9465,-1.0232,0,0,2020-03-04
,Greece,39.0742,21.8243,9,0,2020-03-04
,Guatemala,15.7835,-90.2308,0,0,2020-03-04
,Guinea,9.9456,-9.6966,0,0,2020-03-04
,Guyana,5.0,-58.75,0,0,2020-03-04
,Haiti,18.9712,-72.2852,0,0,2020-03-04
,Holy See,41.9029,12.4534,0,0,2020-03-04
,Honduras,15.2,-86.2419,0,0,2020-03-04
,Hungary,47.1625,19.5033,2,0,2020-03-04
,Iceland,64.9631,-19.0208,26,0,2020-03-04
,India,21.0,78.0,28,0,2020-03-04
,Indonesia,-0.7893,113.9213,2,0,2020-03-04
,Iran,32.0,53.0,2922,92,2020-03-04
,Iraq,33.0,44.0,35,2,2020-03-04
,Ireland,53.1424,-7.6921,6,0,2020-03-04
,Israel,31.0,35.0,15,0,2020-03-04
,Italy,43.0,12.0,3089,107,2020-03-04
,Jamaica,18.1096,-77.2975,0,0,2020-03-04
,Japan,36.0,138.0,331,6,2020-03-04
,Jordan,31.24,36.51,1,0,2020-03-04
,Kazakhstan,48.0196,66.9237,0,0,2020-03-04
,Kenya,-0.0236,37.9062,0,0,2020-03-04
,"Korea, South",36.0,128.0,5621,35,2020-03-04
,Kuwait,29.5,47.75,56,0,2020-03-04
,Kyrgyzstan,41.2044,74.7661,0,0,2020-03-04
,Latvia,56.8796,24.6032,1,0,2020-03-04
,Lebanon,33.8547,35.8623,13,0,2020-03-04
,Liberia,6.4281,-9.4295,0,0,2020-03-04
,Liechtenstein,47.14,9.55,1,0,2020-03-04
,Lithuania,55.1694,23.8813,1,0,2020-03-04
,Luxembourg,49.8153,6.1296,1,0,2020-03-04
,Madagascar,-18.7669,46.8691,0,0,2020-03-04
,Malaysia,2.5,112.5,50,0,2020-03-04
,Maldives,3.2028,73.2207,0,0,2020-03-04
,Malta,35.9375,14.3754,0,0,2020-03-04
,Mauritania,21.0079,10.9408,0,0,2020-03-04
,Mauritius,-20.2,57.5,0,0,2020-03-04
,Mexico,23.6345,-102.5528,5,0,2020-03-04
,Moldova,47.4116,28.3699,0,0,2020-03-04
,Monaco,43.7333,7.4167,1,0,2020-03-04
,Mongolia,46.8625,103.8467,0,0,2020-03-04
,Montenegro,42.5,19.3,0,0,2020-03-04
,Morocco,31.7917,-7.0926,1,0,2020-03-04
,Namibia,-22.9576,18.4904,0,0,2020-03-04
,Nepal,28.1667,84.25,1,0,2020-03-04
Aruba,Netherlands,12.5186,-70.0358,0,0,2020-03-04
Curacao,Netherlands,12.1696,-68.99,0,0,2020-03-04
Sint Maarten,Netherlands,18.0425,-63.0548,0,0,2020-03-04
,Netherlands,52.1326,5.2913,38,0,2020-03-04
,New Zealand,-40.9006,174.886,3,0,2020-03-04
